date,stock,numberOfShares,action
2010-03-23,LRCX,97.0,sell
2010-03-24,REGN,124.0,buy
2010-03-25,ADM,135.0,sell
2010-03-25,AMZN,24.0,sell
2010-03-26,APA,0.0,sell
2010-03-30,ZBH,58.0,buy
2010-03-30,KMX,0.0,sell
2010-03-31,ZBH,58.0,sell
2010-04-01,SLB,65.0,buy
2010-04-01,CBRE,0.0,sell
2010-04-05,APA,35.0,buy
2010-04-05,DVN,59.0,buy
2010-04-05,EOG,75.0,buy
2010-04-05,HAL,118.0,buy
2010-04-05,KR,353.0,buy
2010-04-05,ARE,0.0,sell
2010-04-05,MGM,304.0,sell
2010-04-05,NTAP,118.0,sell
2010-04-05,SLB,65.0,sell
2010-04-06,BKR,114.0,buy
2010-04-06,CTRA,373.0,buy
2010-04-06,APA,35.0,sell
2010-04-06,DVN,59.0,sell
2010-04-06,EOG,75.0,sell
2010-04-06,HAL,118.0,sell
2010-04-06,KR,353.0,sell
2010-04-06,TROW,0.0,sell
2010-04-07,IPGP,201.0,buy
2010-04-07,BKR,114.0,sell
2010-04-07,CTRA,373.0,sell
2010-04-08,CF,228.0,buy
2010-04-09,BIO,0.0,sell
2010-04-09,CF,228.0,sell
2010-04-09,CVS,1.0,sell
2010-04-09,FTNT,0.0,sell
2010-04-12,BR,187.0,buy
2010-04-12,NLOK,475.0,buy
2010-04-12,STX,281.0,buy
2010-04-12,MU,0.0,sell
2010-04-12,CRM,0.0,sell
2010-04-13,GILD,170.0,buy
2010-04-13,BR,187.0,sell
2010-04-13,NLOK,475.0,sell
2010-04-14,IT,137.0,buy
2010-04-14,GILD,170.0,sell
2010-04-14,HPQ,0.0,sell
2010-04-14,TMO,66.0,sell
2010-04-15,ABT,165.0,buy
2010-04-15,AMD,376.0,sell
2010-04-15,ITW,0.0,sell
2010-04-16,GPN,143.0,buy
2010-04-16,ABT,165.0,sell
2010-04-19,TECH,57.0,buy
2010-04-19,STZ,208.0,sell
2010-04-20,CCI,111.0,buy
2010-04-20,DHI,288.0,buy
2010-04-20,GIS,134.0,buy
2010-04-20,NLOK,485.0,buy
2010-04-20,PHM,318.0,buy
2010-04-20,TECH,57.0,sell
2010-04-20,LH,0.0,sell
2010-04-20,OKE,0.0,sell
2010-04-21,ALGN,172.0,buy
2010-04-21,PG,72.0,buy
2010-04-21,CCI,111.0,sell
2010-04-21,DHI,288.0,sell
2010-04-21,GIS,134.0,sell
2010-04-21,NLOK,485.0,sell
2010-04-21,PHM,318.0,sell
2010-04-22,ALGN,172.0,sell
2010-04-22,FFIV,0.0,sell
2010-04-22,NFLX,335.0,sell
2010-04-22,PG,72.0,sell
2010-04-22,TXT,0.0,sell
2010-04-23,ABMD,342.0,buy
2010-04-23,AMT,93.0,buy
2010-04-23,BLK,21.0,buy
2010-04-23,DUK,114.0,buy
2010-04-23,HUM,79.0,buy
2010-04-23,IDXX,0.0,sell
2010-04-23,TDY,0.0,sell
2010-04-26,AMT,93.0,sell
2010-04-26,BLK,21.0,sell
2010-04-26,DUK,114.0,sell
2010-04-26,HUM,79.0,sell
2010-04-28,DUK,110.0,buy
2010-04-28,HUM,78.0,buy
2010-04-29,FTNT,368.0,buy
2010-04-29,GIS,135.0,buy
2010-04-29,DUK,110.0,sell
2010-04-29,HUM,78.0,sell
2010-04-29,VRSK,0.0,sell
2010-04-30,AAL,491.0,buy
2010-04-30,AEP,150.0,buy
2010-04-30,AWK,197.0,buy
2010-04-30,GIS,135.0,sell
2010-04-30,GPN,143.0,sell
2010-04-30,NVDA,2.0,sell
2010-04-30,TYL,160.0,sell
2010-05-03,BIIB,60.0,buy
2010-05-03,AEP,150.0,sell
2010-05-03,AWK,197.0,sell
2010-05-03,IPGP,201.0,sell
2010-05-04,MRK,144.0,buy
2010-05-05,BMY,189.0,buy
2010-05-05,COST,72.0,buy
2010-05-05,ABMD,342.0,sell
2010-05-05,MRK,144.0,sell
2010-05-06,AAL,491.0,sell
2010-05-06,BIIB,60.0,sell
2010-05-06,COST,72.0,sell
2010-05-06,STX,281.0,sell
2010-05-07,REGN,124.0,sell
2010-05-07,VRTX,0.0,sell
2010-05-10,HRL,391.0,buy
2010-05-10,PEP,69.0,buy
2010-05-10,FTNT,368.0,sell
2010-05-11,CI,99.0,buy
2010-05-11,WBA,120.0,buy
2010-05-11,HRL,391.0,sell
2010-05-11,PEP,69.0,sell
2010-05-12,ABMD,330.0,buy
2010-05-12,ALGN,185.0,buy
2010-05-12,AAL,470.0,buy
2010-05-12,AEP,150.0,buy
2010-05-12,AMT,93.0,buy
2010-05-12,KO,172.0,buy
2010-05-12,CAG,236.0,buy
2010-05-12,DAL,269.0,buy
2010-05-12,IBM,37.0,buy
2010-05-12,PG,72.0,buy
2010-05-12,VRTX,83.0,buy
2010-05-12,WBA,120.0,sell
2010-05-13,ADBE,94.0,buy
2010-05-13,CNP,361.0,buy
2010-05-13,CTXS,88.0,buy
2010-05-13,DE,69.0,buy
2010-05-13,INCY,233.0,buy
2010-05-13,AEP,150.0,sell
2010-05-13,AMT,93.0,sell
2010-05-13,KO,172.0,sell
2010-05-13,CAG,236.0,sell
2010-05-13,IBM,37.0,sell
2010-05-14,LUMN,245.0,buy
2010-05-14,MTCH,568.0,buy
2010-05-14,BMY,189.0,sell
2010-05-14,PFE,292.0,sell
2010-05-18,MRO,208.0,buy
2010-05-18,WMT,78.0,buy
2010-05-19,CNC,560.0,buy
2010-05-19,DVA,101.0,buy
2010-05-19,SEE,183.0,buy
2010-05-19,TRV,85.0,buy
2010-05-19,INCY,233.0,sell
2010-05-19,MRO,208.0,sell
2010-05-19,WMT,78.0,sell
2010-05-20,ADBE,94.0,sell
2010-05-20,ALGN,185.0,sell
2010-05-20,CNC,560.0,sell
2010-05-20,CNP,361.0,sell
2010-05-20,CTXS,88.0,sell
2010-05-20,DVA,101.0,sell
2010-05-20,DE,69.0,sell
2010-05-20,SEE,183.0,sell
2010-05-20,TRV,85.0,sell
2010-05-21,COO,80.0,sell
2010-05-21,VRTX,83.0,sell
2010-05-24,BLL,258.0,sell
2010-05-24,LLY,123.0,sell
2010-05-25,ADI,146.0,buy
2010-05-25,EIX,0.0,sell
2010-05-25,EQIX,0.0,sell
2010-05-26,WELL,131.0,buy
2010-05-26,ADI,146.0,sell
2010-05-27,ALB,86.0,buy
2010-05-27,AMT,91.0,buy
2010-05-27,AVGO,192.0,buy
2010-05-27,CE,128.0,buy
2010-05-27,CTSH,130.0,buy
2010-05-27,COST,71.0,buy
2010-05-27,CCI,110.0,buy
2010-05-27,DD,109.0,buy
2010-05-27,EW,362.0,buy
2010-05-27,IPG,511.0,buy
2010-05-27,MU,333.0,buy
2010-05-27,SWKS,216.0,buy
2010-05-27,TPR,102.0,buy
2010-05-27,COO,85.0,buy
2010-05-27,TJX,315.0,buy
2010-05-27,UAA,723.0,buy
2010-05-27,UAL,154.0,buy
2010-05-27,XLNX,93.0,buy
2010-05-28,AMD,0.0,buy
2010-05-28,CAH,0.0,buy
2010-05-28,CNC,0.0,buy
2010-05-28,CERN,0.0,buy
2010-05-28,C,0.0,buy
2010-05-28,CMCSA,0.0,buy
2010-05-28,DVA,0.0,buy
2010-05-28,F,0.0,buy
2010-05-28,GL,0.0,buy
2010-05-28,HUM,0.0,buy
2010-05-28,LVS,0.0,buy
2010-05-28,NWL,0.0,buy
2010-05-28,NRG,0.0,buy
2010-05-28,OXY,0.0,buy
2010-05-28,PNR,0.0,buy
2010-05-28,LUV,0.0,buy
2010-05-28,TRV,0.0,buy
2010-05-28,WYNN,0.0,buy
2010-05-28,ALB,86.0,sell
2010-05-28,AMT,91.0,sell
2010-05-28,AVGO,192.0,sell
2010-05-28,CE,128.0,sell
2010-05-28,COST,71.0,sell
2010-05-28,CCI,110.0,sell
2010-05-28,DD,109.0,sell
2010-05-28,IPG,511.0,sell
2010-05-28,TPR,102.0,sell
2010-05-28,TJX,315.0,sell
2010-05-28,XLNX,93.0,sell
2010-06-01,DRI,116.0,buy
2010-06-01,KSU,91.0,buy
2010-06-01,ROST,265.0,buy
2010-06-01,AMD,0.0,sell
2010-06-01,CAH,0.0,sell
2010-06-01,HUM,0.0,sell
2010-06-01,NRG,0.0,sell
2010-06-01,OXY,0.0,sell
2010-06-02,AMD,365.0,buy
2010-06-02,ARE,67.0,buy
2010-06-02,AMZN,24.0,buy
2010-06-02,AXP,90.0,buy
2010-06-02,AMAT,300.0,buy
2010-06-02,ADP,114.0,buy
2010-06-02,BBWI,287.0,buy
2010-06-02,BWA,82.0,buy
2010-06-02,CBRE,0.0,buy
2010-06-02,CHD,0.0,buy
2010-06-02,CINF,0.0,buy
2010-06-02,CME,0.0,buy
2010-06-02,CVS,0.0,buy
2010-06-02,DE,0.0,buy
2010-06-02,DLR,0.0,buy
2010-06-02,EOG,0.0,buy
2010-06-02,FRT,0.0,buy
2010-06-02,GPC,0.0,buy
2010-06-02,HBI,0.0,buy
2010-06-02,PEAK,0.0,buy
2010-06-02,INCY,0.0,buy
2010-06-02,INTC,0.0,buy
2010-06-02,ISRG,0.0,buy
2010-06-02,KEY,0.0,buy
2010-06-02,LRCX,0.0,buy
2010-06-02,LNC,0.0,buy
2010-06-02,MET,0.0,buy
2010-06-02,MCHP,0.0,buy
2010-06-02,PKG,0.0,buy
2010-06-02,PKI,0.0,buy
2010-06-02,PPG,0.0,buy
2010-06-02,RJF,0.0,buy
2010-06-02,RSG,0.0,buy
2010-06-02,RCL,0.0,buy
2010-06-02,SPG,0.0,buy
2010-06-02,TFX,0.0,buy
2010-06-02,HIG,0.0,buy
2010-06-02,DIS,0.0,buy
2010-06-02,TSN,0.0,buy
2010-06-02,UNP,0.0,buy
2010-06-02,VTR,0.0,buy
2010-06-02,WAT,0.0,buy
2010-06-02,DRI,116.0,sell
2010-06-02,ROST,265.0,sell
2010-06-03,A,147.0,buy
2010-06-03,AEP,151.0,buy
2010-06-03,AJG,10.0,buy
2010-06-03,ATO,0.0,buy
2010-06-03,CDNS,1.0,buy
2010-06-03,CCL,0.0,buy
2010-06-03,CNP,0.0,buy
2010-06-03,CTXS,0.0,buy
2010-06-03,CAG,0.0,buy
2010-06-03,CSX,0.0,buy
2010-06-03,DVN,0.0,buy
2010-06-03,D,0.0,buy
2010-06-03,DPZ,0.0,buy
2010-06-03,ETN,0.0,buy
2010-06-03,EMR,0.0,buy
2010-06-03,EL,0.0,buy
2010-06-03,ES,0.0,buy
2010-06-03,FDX,0.0,buy
2010-06-03,HSIC,0.0,buy
2010-06-03,HRL,0.0,buy
2010-06-03,HST,0.0,buy
2010-06-03,IBM,0.0,buy
2010-06-03,IEX,0.0,buy
2010-06-03,IFF,0.0,buy
2010-06-03,JBHT,0.0,buy
2010-06-03,J,0.0,buy
2010-06-03,KMB,0.0,buy
2010-06-03,KLAC,0.0,buy
2010-06-03,LHX,0.0,buy
2010-06-03,LMT,0.0,buy
2010-06-03,MRO,0.0,buy
2010-06-03,NKE,0.0,buy
2010-06-03,NSC,0.0,buy
2010-06-03,PCAR,0.0,buy
2010-06-03,PNW,0.0,buy
2010-06-03,PRU,0.0,buy
2010-06-03,PEG,0.0,buy
2010-06-03,O,0.0,buy
2010-06-03,SWK,0.0,buy
2010-06-03,SYY,0.0,buy
2010-06-03,TEL,0.0,buy
2010-06-03,TER,0.0,buy
2010-06-03,TXN,0.0,buy
2010-06-03,VIAC,0.0,buy
2010-06-03,WM,0.0,buy
2010-06-03,ARE,67.0,sell
2010-06-03,AXP,90.0,sell
2010-06-03,AMAT,300.0,sell
2010-06-03,ADP,114.0,sell
2010-06-03,BBWI,287.0,sell
2010-06-03,CHD,0.0,sell
2010-06-03,CINF,0.0,sell
2010-06-03,CME,0.0,sell
2010-06-03,CVS,0.0,sell
2010-06-03,DE,0.0,sell
2010-06-03,DLR,0.0,sell
2010-06-03,EOG,0.0,sell
2010-06-03,FRT,0.0,sell
2010-06-03,GPC,0.0,sell
2010-06-03,HBI,0.0,sell
2010-06-03,PEAK,0.0,sell
2010-06-03,INTC,0.0,sell
2010-06-03,KEY,0.0,sell
2010-06-03,LRCX,0.0,sell
2010-06-03,LNC,0.0,sell
2010-06-03,MET,0.0,sell
2010-06-03,MCHP,0.0,sell
2010-06-03,PKG,0.0,sell
2010-06-03,PKI,0.0,sell
2010-06-03,PPG,0.0,sell
2010-06-03,RJF,0.0,sell
2010-06-03,RSG,0.0,sell
2010-06-03,RCL,0.0,sell
2010-06-03,SPG,0.0,sell
2010-06-03,TFX,0.0,sell
2010-06-03,HIG,0.0,sell
2010-06-03,DIS,0.0,sell
2010-06-03,TSN,0.0,sell
2010-06-03,UNP,0.0,sell
2010-06-03,VTR,0.0,sell
2010-06-04,AMD,365.0,sell
2010-06-04,A,147.0,sell
2010-06-04,AMZN,24.0,sell
2010-06-04,AEP,151.0,sell
2010-06-04,AJG,10.0,sell
2010-06-04,ATO,0.0,sell
2010-06-04,BWA,82.0,sell
2010-06-04,CCL,0.0,sell
2010-06-04,CBRE,0.0,sell
2010-06-04,CNP,0.0,sell
2010-06-04,CTXS,0.0,sell
2010-06-04,CAG,0.0,sell
2010-06-04,CSX,0.0,sell
2010-06-04,DVN,0.0,sell
2010-06-04,D,0.0,sell
2010-06-04,DPZ,0.0,sell
2010-06-04,ETN,0.0,sell
2010-06-04,EMR,0.0,sell
2010-06-04,ETR,0.0,sell
2010-06-04,EL,0.0,sell
2010-06-04,ES,0.0,sell
2010-06-04,FDX,0.0,sell
2010-06-04,HRL,0.0,sell
2010-06-04,HST,0.0,sell
2010-06-04,IBM,0.0,sell
2010-06-04,IEX,0.0,sell
2010-06-04,JBHT,0.0,sell
2010-06-04,J,0.0,sell
2010-06-04,KMB,0.0,sell
2010-06-04,KLAC,0.0,sell
2010-06-04,MRO,0.0,sell
2010-06-04,NKE,0.0,sell
2010-06-04,NSC,0.0,sell
2010-06-04,PCAR,0.0,sell
2010-06-04,PNW,0.0,sell
2010-06-04,PRU,0.0,sell
2010-06-04,PEG,0.0,sell
2010-06-04,SWK,0.0,sell
2010-06-04,TEL,0.0,sell
2010-06-04,TER,0.0,sell
2010-06-04,TXN,0.0,sell
2010-06-04,VIAC,0.0,sell
2010-06-04,WM,0.0,sell
2010-06-04,WAT,0.0,sell
2010-06-07,BMY,188.0,buy
2010-06-07,KMB,78.0,buy
2010-06-07,WLTW,49.0,buy
2010-06-07,CDNS,1.0,sell
2010-06-07,CERN,0.0,sell
2010-06-07,C,0.0,sell
2010-06-07,F,0.0,sell
2010-06-07,GL,0.0,sell
2010-06-07,KSU,91.0,sell
2010-06-07,LHX,0.0,sell
2010-06-07,PNR,0.0,sell
2010-06-07,LUV,0.0,sell
2010-06-07,WYNN,0.0,sell
2010-06-08,AOS,476.0,buy
2010-06-08,ARE,67.0,buy
2010-06-08,CAG,229.0,buy
2010-06-08,ES,175.0,buy
2010-06-08,MRO,204.0,buy
2010-06-08,MKC,198.0,buy
2010-06-08,MCD,63.0,buy
2010-06-08,BMY,188.0,sell
2010-06-08,KMB,78.0,sell
2010-06-08,ZBRA,105.0,sell
2010-06-09,COST,72.0,buy
2010-06-09,RSG,138.0,buy
2010-06-09,YUM,130.0,buy
2010-06-09,AOS,476.0,sell
2010-06-09,ARE,67.0,sell
2010-06-09,CAG,229.0,sell
2010-06-09,ES,175.0,sell
2010-06-09,MRO,204.0,sell
2010-06-09,MKC,198.0,sell
2010-06-09,MCD,63.0,sell
2010-06-09,SWKS,216.0,sell
2010-06-10,LNT,284.0,buy
2010-06-10,AXP,91.0,buy
2010-06-10,AJG,176.0,buy
2010-06-10,AVB,43.0,buy
2010-06-10,BA,61.0,buy
2010-06-10,BWA,184.0,buy
2010-06-10,BXP,57.0,buy
2010-06-10,CCL,113.0,buy
2010-06-10,CMS,74.0,buy
2010-06-10,COP,0.0,buy
2010-06-10,CCI,0.0,buy
2010-06-10,DRI,0.0,buy
2010-06-10,DTE,0.0,buy
2010-06-10,DUK,0.0,buy
2010-06-10,DRE,0.0,buy
2010-06-10,EMN,0.0,buy
2010-06-10,ETN,0.0,buy
2010-06-10,EL,0.0,buy
2010-06-10,ES,0.0,buy
2010-06-10,FRT,0.0,buy
2010-06-10,FITB,0.0,buy
2010-06-10,FMC,0.0,buy
2010-06-10,GPS,0.0,buy
2010-06-10,GRMN,0.0,buy
2010-06-10,GPC,0.0,buy
2010-06-10,GL,0.0,buy
2010-06-10,PEAK,0.0,buy
2010-06-10,HST,0.0,buy
2010-06-10,IBM,0.0,buy
2010-06-10,IPG,0.0,buy
2010-06-10,KSU,0.0,buy
2010-06-10,KEY,0.0,buy
2010-06-10,KIM,0.0,buy
2010-06-10,LH,0.0,buy
2010-06-10,LRCX,0.0,buy
2010-06-10,LNC,0.0,buy
2010-06-10,MET,0.0,buy
2010-06-10,MCHP,0.0,buy
2010-06-10,MDLZ,0.0,buy
2010-06-10,OKE,0.0,buy
2010-06-10,PCAR,0.0,buy
2010-06-10,PEP,0.0,buy
2010-06-10,PKI,0.0,buy
2010-06-10,PPG,0.0,buy
2010-06-10,PLD,0.0,buy
2010-06-10,PRU,0.0,buy
2010-06-10,RJF,0.0,buy
2010-06-10,ROL,1.0,buy
2010-06-10,TFX,0.0,buy
2010-06-10,UNP,0.0,buy
2010-06-10,VTR,0.0,buy
2010-06-10,VFC,0.0,buy
2010-06-10,GWW,0.0,buy
2010-06-10,WM,0.0,buy
2010-06-10,WAT,0.0,buy
2010-06-10,WEC,0.0,buy
2010-06-10,XEL,0.0,buy
2010-06-10,COST,72.0,sell
2010-06-10,RSG,138.0,sell
2010-06-10,YUM,130.0,sell
2010-06-11,ALB,87.0,buy
2010-06-11,AMZN,25.0,buy
2010-06-11,AIG,128.0,buy
2010-06-11,AME,11.0,buy
2010-06-11,ADI,0.0,buy
2010-06-11,AIZ,0.0,buy
2010-06-11,BBWI,1.0,buy
2010-06-11,BBY,0.0,buy
2010-06-11,CAT,0.0,buy
2010-06-11,CVX,0.0,buy
2010-06-11,CTXS,0.0,buy
2010-06-11,STZ,0.0,buy
2010-06-11,CSX,0.0,buy
2010-06-11,DE,0.0,buy
2010-06-11,DOV,0.0,buy
2010-06-11,EMR,0.0,buy
2010-06-11,ESS,0.0,buy
2010-06-11,EVRG,0.0,buy
2010-06-11,FAST,0.0,buy
2010-06-11,IEX,0.0,buy
2010-06-11,JKHY,0.0,buy
2010-06-11,JCI,0.0,buy
2010-06-11,LHX,0.0,buy
2010-06-11,LYV,0.0,buy
2010-06-11,MAR,0.0,buy
2010-06-11,NKE,0.0,buy
2010-06-11,NSC,0.0,buy
2010-06-11,NOC,0.0,buy
2010-06-11,OMC,0.0,buy
2010-06-11,PH,0.0,buy
2010-06-11,PNR,0.0,buy
2010-06-11,PSA,0.0,buy
2010-06-11,PVH,0.0,buy
2010-06-11,REG,0.0,buy
2010-06-11,ROK,0.0,buy
2010-06-11,ROP,0.0,buy
2010-06-11,RCL,0.0,buy
2010-06-11,SEE,0.0,buy
2010-06-11,SPG,0.0,buy
2010-06-11,SO,0.0,buy
2010-06-11,STE,0.0,buy
2010-06-11,TEL,0.0,buy
2010-06-11,TXN,0.0,buy
2010-06-11,TMO,0.0,buy
2010-06-11,TRMB,0.0,buy
2010-06-11,VIAC,0.0,buy
2010-06-11,VNO,0.0,buy
2010-06-11,WAB,0.0,buy
2010-06-11,WYNN,0.0,buy
2010-06-11,ZION,0.0,buy
2010-06-11,LNT,284.0,sell
2010-06-11,AXP,91.0,sell
2010-06-11,AJG,176.0,sell
2010-06-11,AVB,43.0,sell
2010-06-11,BA,61.0,sell
2010-06-11,BWA,184.0,sell
2010-06-11,BXP,57.0,sell
2010-06-11,CCL,113.0,sell
2010-06-11,CMS,74.0,sell
2010-06-11,COP,0.0,sell
2010-06-11,CCI,0.0,sell
2010-06-11,DRI,0.0,sell
2010-06-11,DTE,0.0,sell
2010-06-11,DUK,0.0,sell
2010-06-11,DRE,0.0,sell
2010-06-11,EMN,0.0,sell
2010-06-11,ETN,0.0,sell
2010-06-11,EL,0.0,sell
2010-06-11,ES,0.0,sell
2010-06-11,FRT,0.0,sell
2010-06-11,FITB,0.0,sell
2010-06-11,FMC,0.0,sell
2010-06-11,GPS,0.0,sell
2010-06-11,GRMN,0.0,sell
2010-06-11,GPC,0.0,sell
2010-06-11,GL,0.0,sell
2010-06-11,PEAK,0.0,sell
2010-06-11,HST,0.0,sell
2010-06-11,IBM,0.0,sell
2010-06-11,IPG,0.0,sell
2010-06-11,KSU,0.0,sell
2010-06-11,KEY,0.0,sell
2010-06-11,KIM,0.0,sell
2010-06-11,LRCX,0.0,sell
2010-06-11,LNC,0.0,sell
2010-06-11,MET,0.0,sell
2010-06-11,MCHP,0.0,sell
2010-06-11,MDLZ,0.0,sell
2010-06-11,OKE,0.0,sell
2010-06-11,PCAR,0.0,sell
2010-06-11,PEP,0.0,sell
2010-06-11,PKI,0.0,sell
2010-06-11,PPG,0.0,sell
2010-06-11,PLD,0.0,sell
2010-06-11,PRU,0.0,sell
2010-06-11,RJF,0.0,sell
2010-06-11,ROL,1.0,sell
2010-06-11,TFX,0.0,sell
2010-06-11,UNP,0.0,sell
2010-06-11,VTR,0.0,sell
2010-06-11,VFC,0.0,sell
2010-06-11,GWW,0.0,sell
2010-06-11,WM,0.0,sell
2010-06-11,WEC,0.0,sell
2010-06-11,XEL,0.0,sell
2010-06-14,MMM,54.0,buy
2010-06-14,AMD,375.0,buy
2010-06-14,A,151.0,buy
2010-06-14,CHRW,69.0,buy
2010-06-14,COF,90.0,buy
2010-06-14,CBRE,204.0,buy
2010-06-14,CNP,370.0,buy
2010-06-14,CMA,109.0,buy
2010-06-14,DXCM,76.0,buy
2010-06-14,DISH,0.0,buy
2010-06-14,DPZ,0.0,buy
2010-06-14,EQR,0.0,buy
2010-06-14,EXR,0.0,buy
2010-06-14,FDX,0.0,buy
2010-06-14,HBAN,1.0,buy
2010-06-14,ITW,0.0,buy
2010-06-14,JBHT,0.0,buy
2010-06-14,MKTX,0.0,buy
2010-06-14,MTD,0.0,buy
2010-06-14,MGM,0.0,buy
2010-06-14,ODFL,0.0,buy
2010-06-14,PGR,0.0,buy
2010-06-14,RMD,0.0,buy
2010-06-14,SNA,0.0,buy
2010-06-14,LUV,0.0,buy
2010-06-14,SWK,0.0,buy
2010-06-14,TGT,0.0,buy
2010-06-14,TER,0.0,buy
2010-06-14,TSCO,0.0,buy
2010-06-14,TDG,0.0,buy
2010-06-14,TFC,0.0,buy
2010-06-14,UDR,0.0,buy
2010-06-14,ALB,87.0,sell
2010-06-14,AME,11.0,sell
2010-06-14,ADI,0.0,sell
2010-06-14,AIZ,0.0,sell
2010-06-14,BBWI,1.0,sell
2010-06-14,BBY,0.0,sell
2010-06-14,CAT,0.0,sell
2010-06-14,STZ,0.0,sell
2010-06-14,CSX,0.0,sell
2010-06-14,DE,0.0,sell
2010-06-14,DOV,0.0,sell
2010-06-14,ESS,0.0,sell
2010-06-14,FAST,0.0,sell
2010-06-14,IEX,0.0,sell
2010-06-14,JKHY,0.0,sell
2010-06-14,JCI,0.0,sell
2010-06-14,LHX,0.0,sell
2010-06-14,NKE,0.0,sell
2010-06-14,NSC,0.0,sell
2010-06-14,NOC,0.0,sell
2010-06-14,OMC,0.0,sell
2010-06-14,PH,0.0,sell
2010-06-14,PNR,0.0,sell
2010-06-14,PSA,0.0,sell
2010-06-14,REG,0.0,sell
2010-06-14,ROK,0.0,sell
2010-06-14,ROP,0.0,sell
2010-06-14,SEE,0.0,sell
2010-06-14,SPG,0.0,sell
2010-06-14,SO,0.0,sell
2010-06-14,STE,0.0,sell
2010-06-14,TEL,0.0,sell
2010-06-14,VIAC,0.0,sell
2010-06-14,VNO,0.0,sell
2010-06-14,WYNN,0.0,sell
2010-06-14,ZION,0.0,sell
2010-06-15,APH,316.0,buy
2010-06-15,ADSK,6.0,buy
2010-06-15,KMX,0.0,buy
2010-06-15,CERN,0.0,buy
2010-06-15,DHR,0.0,buy
2010-06-15,EXPD,0.0,buy
2010-06-15,HON,0.0,buy
2010-06-15,INTC,0.0,buy
2010-06-15,LEG,0.0,buy
2010-06-15,LOW,0.0,buy
2010-06-15,MTB,0.0,buy
2010-06-15,MAA,0.0,buy
2010-06-15,MHK,0.0,buy
2010-06-15,PNC,0.0,buy
2010-06-15,POOL,0.0,buy
2010-06-15,PFG,0.0,buy
2010-06-15,RL,0.0,buy
2010-06-15,RF,0.0,buy
2010-06-15,TDY,0.0,buy
2010-06-15,TXT,0.0,buy
2010-06-15,UPS,0.0,buy
2010-06-15,URI,0.0,buy
2010-06-15,WHR,0.0,buy
2010-06-15,A,151.0,sell
2010-06-15,AAL,470.0,sell
2010-06-15,CHRW,69.0,sell
2010-06-15,COF,90.0,sell
2010-06-15,CNP,370.0,sell
2010-06-15,CMA,109.0,sell
2010-06-15,DISH,0.0,sell
2010-06-15,DPZ,0.0,sell
2010-06-15,EQR,0.0,sell
2010-06-15,EXR,0.0,sell
2010-06-15,FDX,0.0,sell
2010-06-15,IT,137.0,sell
2010-06-15,ITW,0.0,sell
2010-06-15,JBHT,0.0,sell
2010-06-15,LVS,0.0,sell
2010-06-15,MKTX,0.0,sell
2010-06-15,RMD,0.0,sell
2010-06-15,SNA,0.0,sell
2010-06-15,SWK,0.0,sell
2010-06-15,TGT,0.0,sell
2010-06-15,TER,0.0,sell
2010-06-15,TSCO,0.0,sell
2010-06-15,TDG,0.0,sell
2010-06-15,UDR,0.0,sell
2010-06-16,MO,295.0,buy
2010-06-16,CME,80.0,buy
2010-06-16,ECL,76.0,buy
2010-06-16,IPGP,195.0,buy
2010-06-16,SYK,70.0,buy
2010-06-16,DXCM,76.0,sell
2010-06-16,EXPD,0.0,sell
2010-06-16,HON,0.0,sell
2010-06-16,INTC,0.0,sell
2010-06-16,LEG,0.0,sell
2010-06-16,LOW,0.0,sell
2010-06-16,MTB,0.0,sell
2010-06-16,MAA,0.0,sell
2010-06-16,PNC,0.0,sell
2010-06-16,PFG,0.0,sell
2010-06-16,RF,0.0,sell
2010-06-16,UPS,0.0,sell
2010-06-16,WHR,0.0,sell
2010-06-17,CME,80.0,sell
2010-06-17,SYK,70.0,sell
2010-06-18,CHTR,90.0,buy
2010-06-21,CERN,0.0,sell
2010-06-22,APH,316.0,sell
2010-06-22,RL,0.0,sell
2010-06-23,CBOE,108.0,buy
2010-06-24,CBOE,108.0,sell
2010-06-24,DHR,0.0,sell
2010-06-24,HBAN,1.0,sell
2010-06-24,MGM,0.0,sell
2010-06-24,NWL,0.0,sell
2010-06-24,PVH,0.0,sell
2010-06-24,RCL,0.0,sell
2010-06-24,TMO,0.0,sell
2010-06-24,TFC,0.0,sell
2010-06-24,URI,0.0,sell
2010-06-24,WAB,0.0,sell
2010-06-25,GL,152.0,buy
2010-06-25,CVX,0.0,sell
2010-06-25,DAL,269.0,sell
2010-06-28,GL,152.0,sell
2010-06-29,AMZN,25.0,sell
2010-06-29,ADSK,6.0,sell
2010-06-29,EMR,0.0,sell
2010-06-29,INCY,0.0,sell
2010-06-29,LMT,0.0,sell
2010-06-29,MAR,0.0,sell
2010-06-29,MU,333.0,sell
2010-06-29,LUV,0.0,sell
2010-06-29,TXT,0.0,sell
2010-06-30,AMD,375.0,sell
2010-06-30,CI,99.0,sell
2010-06-30,LYV,0.0,sell
2010-06-30,MHK,0.0,sell
2010-06-30,POOL,0.0,sell
2010-06-30,TRV,0.0,sell
2010-06-30,WAT,0.0,sell
2010-07-01,ANSS,0.0,sell
2010-07-01,CBRE,204.0,sell
2010-07-01,IFF,0.0,sell
2010-07-01,TTWO,303.0,sell
2010-07-01,TXN,0.0,sell
2010-07-02,EL,123.0,buy
2010-07-02,AIG,128.0,sell
2010-07-02,IPGP,195.0,sell
2010-07-02,SIVB,0.0,sell
